trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
724,False,"{'a': 0.002, 'e': 0.12447264672171729}",25,14,21.606497710554937,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
725,False,"{'a': 0.002, 'e': 0.12248795302036633}",20,10,7.26204256524627,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
726,False,"{'a': 0.002, 'e': 0.12050276936736662}",25,14,21.11242289808476,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
727,False,"{'a': 0.002, 'e': 0.11851710370345009}",20,3,15.551679644904159,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
728,False,"{'a': 0.002, 'e': 0.11653096397127678}",25,10,4.300216513387115,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
729,False,"{'a': 0.002, 'e': 0.11454435811540296}",30,16,28.367817864716628,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.002, 'e': 0.1125572940822494}",25,20,9.41027431808903,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
731,False,"{'a': 0.002, 'e': 0.11056977982006959}",20,11,-35.517132535197696,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
732,False,"{'a': 0.002, 'e': 0.10858182327891792}",20,9,17.606443270966576,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
733,False,"{'a': 0.002, 'e': 0.10659343241061792}",20,11,3.6798258449367585,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
734,False,"{'a': 0.002, 'e': 0.10460461516873039}",20,10,18.522854795607945,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
735,False,"{'a': 0.002, 'e': 0.10261537950852166}",25,9,16.32613103021576,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
736,False,"{'a': 0.002, 'e': 0.10062573338693173}",35,23,23.023116523001296,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
737,False,"{'a': 0.002, 'e': 0.0986356847625424}",25,14,18.414852008051973,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
738,False,"{'a': 0.002, 'e': 0.09664524159554555}",20,6,-15.080168507902949,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
739,False,"{'a': 0.002, 'e': 0.09465441184771117}",25,10,27.531088085554586,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
740,False,"{'a': 0.002, 'e': 0.09266320348235561}",30,16,13.33820724062864,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
741,False,"{'a': 0.002, 'e': 0.09067162446430968}",25,7,19.020680823303447,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
742,False,"{'a': 0.002, 'e': 0.08867968275988677}",30,7,43.54034244409518,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
743,False,"{'a': 0.002, 'e': 0.08668738633685107}",30,15,25.64749917369821,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
744,False,"{'a': 0.002, 'e': 0.0846947431643856}",20,14,9.419992775671872,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
745,False,"{'a': 0.002, 'e': 0.0827017612130604}",25,11,22.533800879900838,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
746,False,"{'a': 0.002, 'e': 0.08070844845480063}",20,7,14.94949698912424,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
747,False,"{'a': 0.002, 'e': 0.07871481286285463}",20,12,16.925057004295464,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
748,False,"{'a': 0.002, 'e': 0.07672086241176215}",25,15,5.991182105807458,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
749,False,"{'a': 0.002, 'e': 0.0747266050773223}",20,14,11.226063792927954,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
750,False,"{'a': 0.002, 'e': 0.0727320488365618}",25,13,4.536117862782839,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
751,False,"{'a': 0.002, 'e': 0.0707372016677029}",20,16,7.043501124318167,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
752,False,"{'a': 0.002, 'e': 0.06874207155013168}",30,3,2.767728229904638,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 1}",1
753,False,"{'a': 0.002, 'e': 0.06674666646436589}",25,16,5.876203173263307,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
754,False,"{'a': 0.002, 'e': 0.06475099439202324}",20,16,8.535727989094305,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
755,False,"{'a': 0.002, 'e': 0.06275506331578937}",20,11,13.946052022759305,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
756,False,"{'a': 0.002, 'e': 0.0607588812193859}",20,5,27.881815493649825,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
757,False,"{'a': 0.002, 'e': 0.058762456087538564}",25,0,38.63744062434557,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
758,False,"{'a': 0.002, 'e': 0.05676579590594523}",25,14,20.35408723830124,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
759,False,"{'a': 0.002, 'e': 0.05476890866124396}",20,10,19.60533952982999,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
760,False,"{'a': 0.002, 'e': 0.05277180234098107}",25,17,1.8594091092200162,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
761,False,"{'a': 0.002, 'e': 0.05077448493357918}",20,16,4.6246409592948705,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
762,False,"{'a': 0.002, 'e': 0.04877696442830525}",30,18,14.712278164227326,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
763,False,"{'a': 0.002, 'e': 0.04677924881523865}",25,7,33.20617535455849,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
764,False,"{'a': 0.002, 'e': 0.044781346085239156}",20,10,18.461307751575443,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
765,False,"{'a': 0.002, 'e': 0.04278326422991503}",25,15,18.714792628370425,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
766,False,"{'a': 0.002, 'e': 0.040785011241591035}",30,17,6.677788886264466,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
767,False,"{'a': 0.002, 'e': 0.038786595113276444}",30,16,28.38633943532921,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
768,False,"{'a': 0.002, 'e': 0.036788023838633124}",25,16,18.107459482067107,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
769,False,"{'a': 0.002, 'e': 0.03478930541194349}",30,14,31.845752704653936,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
770,False,"{'a': 0.002, 'e': 0.032790447828078606}",20,14,11.95016050726684,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
771,False,"{'a': 0.002, 'e': 0.03079145908246612}",25,17,14.60086553248533,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
772,False,"{'a': 0.002, 'e': 0.028792347171058365}",25,15,22.365271684892473,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
773,False,"{'a': 0.002, 'e': 0.026793120090300316}",20,11,17.250865018088284,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
774,False,"{'a': 0.002, 'e': 0.024793785837097626}",20,9,21.864918396146756,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
775,False,"{'a': 0.002, 'e': 0.02279435240878465}",30,17,10.327396648066568,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
776,False,"{'a': 0.002, 'e': 0.020794827803092428}",20,10,19.228320065429116,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
777,False,"{'a': 0.002, 'e': 0.01879522001811672}",20,10,18.273623048147467,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
778,False,"{'a': 0.002, 'e': 0.016795537052286005}",20,6,25.860531858410994,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
779,False,"{'a': 0.002, 'e': 0.01479578690432947}",20,15,10.04301911950986,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
780,False,"{'a': 0.002, 'e': 0.012795977573245047}",25,11,26.43682913379375,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
781,False,"{'a': 0.002, 'e': 0.010796117058267392}",20,1,30.169168357334758,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
782,False,"{'a': 0.002, 'e': 0.0087962133588359}",35,21,27.554539171918115,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,15,20.058617316027224,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,19,10.394831691180737,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,17,16.656183319651998,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",30,13,37.71272122639237,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,10,14.878427619102554,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,12,12.850905001473985,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,8,20.806358105739037,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,10,18.66871436175517,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,17,17.830409940632933,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",30,18,23.034380142165592,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
